score,statsDataId,title,survey_date,updated_date,gov_org,matched_search_word
3,0003017652,112 修業年限別通信制を置く学校数、入学状況及び生徒数 公立の内訳,0,2010-12-20,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
3,0003017653,112 修業年限別通信制を置く学校数、入学状況及び生徒数 私立の内訳,0,2010-12-20,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003182840,174 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数,201601-201612,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003183780,202 児童・生徒数別　学校数,201601-201612,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003185206,225 生徒数別　学校数,201601-201612,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003191601,3 学生数別　学校数,201601-201612,2023-10-25,文部科学省,学校基本調査 都道府県別 大学 学校数 学生数
2,0003194720,34 学生数別　学校数,201601-201612,2023-10-25,文部科学省,学校基本調査 都道府県別 大学 学校数 学生数
2,0003142658,145 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数,201501-201512,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003142685,174 児童・生徒数別　学校数,201501-201512,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003142844,197 生徒数別　学校数,201501-201512,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003143117,3 学生数別　学校数,201501-201512,2023-10-25,文部科学省,学校基本調査 都道府県別 大学 学校数 学生数
2,0003143424,34 学生数別　学校数,201501-201512,2023-10-25,文部科学省,学校基本調査 都道府県別 大学 学校数 学生数
2,0003104744,127 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数,201401-201412,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003105214,156 児童・生徒数別　学校数,201401-201412,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003105335,179 生徒数別　学校数,201401-201412,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003106010,3 学生数別　学校数,201401-201412,2023-10-25,文部科学省,学校基本調査 都道府県別 大学 学校数 学生数
2,0003106542,35 学生数別　学校数,201401-201412,2023-10-25,文部科学省,学校基本調査 都道府県別 大学 学校数 学生数
2,0003046723,107 後期課程の全日制のうち単位制による課程及び定時制の修業年限別学校数及び生徒数（全日制）,200704-200803,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003046724,107 後期課程の全日制のうち単位制による課程及び定時制の修業年限別学校数及び生徒数（定時制）,200704-200803,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003060229,134 児童・生徒数別　学校数,200604-200703,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003060754,154 児童・生徒数別　学校数,200604-200703,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003060796,174 児童・生徒数別　学校数,200604-200703,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003061005,214 生徒数別　学校数,200604-200703,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003013861,126 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数 修業年限3年 学校数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003013862,126 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数 修業年限3年 生徒数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003013863,126 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数 修業年限4年 学校数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003013864,126 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数 修業年限4年 生徒数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003065705,後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003066076,生徒数別　学校数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003065758,児童・生徒数別　学校数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003066275,学生数別　学校数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 大学 学校数 学生数
2,0003074032,学生数別　学校数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 大学 学校数 学生数
2,0003180813,131 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（全日制）,201601-201612,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003180941,131 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（定時制）,201601-201612,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003142235,101 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（定時制）,201501-201512,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003142254,101 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（全日制）,201501-201512,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003104452,83 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（定時制）,201401-201412,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003104472,83 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（全日制）,201401-201412,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003046364,63 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（全日制）,200704-200803,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003046365,63 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（定時制）,200704-200803,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003058810,63 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（全日制）,200604-200703,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003058811,63 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（定時制）,200604-200703,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003065583,全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（全日制）,0,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003065584,全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（定時制）,0,2019-10-28,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003018749,126 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数,0,2011-03-22,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003020893,126 後期課程の全日制のうち単位制による課程及び定時制の修業年限別の学校数及び生徒数,0,2011-03-22,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003013850,82 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数 修業年限3年 学校数,0,2010-12-27,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003013851,82 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数 修業年限3年 入学状況及び生徒数,0,2010-12-27,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003013854,82 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数 修業年限4年 学校数,0,2010-12-27,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
2,0003013855,82 全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数 修業年限4年 入学状況及び生徒数,0,2010-12-27,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
1,0003180802,123 生徒数別  課程数,201601-201612,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
1,0003142214,93 生徒数別  課程数,201501-201512,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
1,0003104414,75 生徒数別  課程数,201401-201412,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
1,0003065575,生徒数別  課程数,0,2023-10-25,文部科学省,学校基本調査 都道府県別 高等学校 学校数 生徒数
