tab_code,tab_name,cat01_code,cat01_name,cat02_code,cat02_name,cat03_code,cat03_name,area_code,area_name,time_code,time_name,value
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1965000000,1965年,1137733
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1964000000,1964年,1060968
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1963000000,1963年,935805
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1962000000,1962年,855909
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1961000000,1961年,799085
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1960000000,1960年,742367
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1959000000,1959年,699778
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1958000000,1958年,673879
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1957000000,1957年,663253
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1956000000,1956年,651235
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1955000000,1955年,643683
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1954000000,1954年,611609
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1953000000,1953年,519750
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1952000000,1952年,370667
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1951000000,1951年,244423
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1950000000,1950年,224653
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1949000000,1949年,228807
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000030,在籍者数（在園者数）,00000,全国,1948000000,1948年,198946
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2016000000,2016年,99111
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2015000000,2015年,101497
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2014000000,2014年,111059
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2013000000,2013年,111111
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2012000000,2012年,110836
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2011000000,2011年,110402
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2010000000,2010年,110580
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2009000000,2009年,110692
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2008000000,2008年,111223
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2007000000,2007年,111239
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2006000000,2006年,110807
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2005000000,2005年,110393
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2004000000,2004年,109806
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2003000000,2003年,108822
0000000850,学校数・在学者数・教職員数,0000020,幼稚園,0000010,計,0000040,本務教員数,00000,全国,2002000000,2002年,108051
